Movie ID,Title,Genres,Release_Date,Vote_Average,Popularity,Runtime
808,Shrek,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2001-05-16,7.3,67.298732,90
38050,The Adjustment Bureau,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",2011-03-03,6.5,26.60772,106
8367,Robin Hood: Prince of Thieves,"[{""id"": 12, ""name"": ""Adventure""}]",1991-06-14,6.6,28.803729,143
9390,Jerry Maguire,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1996-12-06,6.7,27.039636,139
72105,Ted,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",2012-06-29,6.3,68.87691,106
2898,As Good as It Gets,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1997-12-19,7.2,37.885022,139
10312,Patch Adams,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1998-12-25,7,35.537397,115
109443,Anchorman 2: The Legend Continues,"[{""id"": 35, ""name"": ""Comedy""}]",2013-12-18,6,38.125008,119
2022,Mr. Deeds,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2002-06-28,5.6,18.121404,96
37686,Super 8,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",2011-06-08,6.6,37.069253,112
462,Erin Brockovich,"[{""id"": 18, ""name"": ""Drama""}]",2000-03-17,7.1,30.347332,131
9919,How to Lose a Guy in 10 Days,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2003-02-07,6.3,23.854701,116
187017,22 Jump Street,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}]",2014-06-05,7,52.380982,112
628,Interview with the Vampire,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 10749, ""name"": ""Romance""}]",1994-11-11,7.2,50.163785,123
10201,Yes Man,"[{""id"": 35, ""name"": ""Comedy""}]",2008-12-09,6.4,43.849351,104
302699,Central Intelligence,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",2016-06-15,6.2,45.318703,107
9441,Stepmom,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1998-12-25,6.9,16.368283,124
274167,Daddy's Home,"[{""id"": 35, ""name"": ""Comedy""}]",2015-12-25,5.8,38.616744,96
224141,Into the Woods,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",2014-12-25,5.6,65.90161,125
388,Inside Man,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2006-03-23,7.3,45.220386,129
2112,Payback,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",1999-02-05,6.7,17.457947,100
10329,Congo,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1995-06-09,5,10.755847,109
74465,We Bought a Zoo,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2011-12-22,6.5,38.629763,124
13811,Knowing,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2009-03-19,5.9,32.693093,121
6877,Failure to Launch,"[{""id"": 35, ""name"": ""Comedy""}]",2006-03-10,5.5,18.806031,97
10320,The Ring Two,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2005-03-17,5.4,32.233713,110
50646,"Crazy, Stupid, Love.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2011-07-29,7,37.990705,118
8920,Garfield,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2004-06-10,5.2,17.667826,80
13673,Christmas with the Kranks,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2004-11-24,5.2,9.225166,99
60308,Moneyball,"[{""id"": 18, ""name"": ""Drama""}]",2011-09-22,7,46.180421,133
6950,Outbreak,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1995-03-10,6.3,30.397496,127
225574,Non-Stop,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",2014-01-26,6.8,83.295796,106
13836,Race to Witch Mountain,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",2009-03-12,5.5,23.935053,98
752,V for Vendetta,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}]",2006-03-15,7.7,84.630969,132
6038,Shanghai Knights,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]",2003-02-06,6,16.251204,115
9975,Curious George,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2006-02-10,6.2,9.894346,86
11451,Herbie Fully Loaded,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",2005-06-22,5.1,12.050755,101
12103,Don't Say a Word,"[{""id"": 53, ""name"": ""Thriller""}]",2001-09-28,6,11.596207,113
60304,Hansel & Gretel: Witch Hunters,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",2013-01-17,5.7,53.02787,88
2251,Unfaithful,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",2002-05-10,6.3,14.382253,124
46529,I Am Number Four,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",2011-02-18,5.9,43.450266,109
231,Syriana,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2005-11-23,6.3,16.871194,128
300671,13 Hours: The Secret Soldiers of Benghazi,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",2016-01-13,7,42.526529,144
228326,The Book of Life,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2014-10-01,7.3,34.890999,95
9754,Firewall,"[{""id"": 53, ""name"": ""Thriller""}]",2006-02-10,5.6,18.186026,105
66,Absolute Power,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1997-02-14,6.4,13.576765,121
4421,G.I. Jane,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",1997-08-22,6,19.434672,125
2649,The Game,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",1997-09-12,7.5,62.925175,129
588,Silent Hill,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",2006-04-21,6.3,32.927994,125
10393,The Replacements,"[{""id"": 35, ""name"": ""Comedy""}]",2000-08-07,6.1,14.837288,118
71552,American Reunion,"[{""id"": 35, ""name"": ""Comedy""}]",2012-04-04,6.1,39.920035,113
9631,The Negotiator,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1998-07-29,6.8,28.725621,140
216282,Into the Storm,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2014-08-06,5.8,20.566554,89
306,Beverly Hills Cop III,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",1994-05-24,5.5,20.333953,104
928,Gremlins 2: The New Batch,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 14, ""name"": ""Fantasy""}]",1990-06-15,6.2,33.98637,106
205587,The Judge,"[{""id"": 18, ""name"": ""Drama""}]",2014-10-08,7.2,42.472324,141
6623,The Peacemaker,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1997-09-26,5.8,15.931084,124
1577,Resident Evil: Apocalypse,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2004-09-10,6.1,29.880122,94
9801,Bridget Jones: The Edge of Reason,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2004-11-10,6.1,28.803802,108
2116,Out of Time,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2003-10-03,6.1,14.993459,105
9624,On Deadly Ground,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1994-02-18,4.5,9.114168,102
14199,The Adventures of Sharkboy and Lavagirl,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",2005-06-10,4.4,12.31101,92
1907,The Beach,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",2000-02-11,6.3,41.362082,119
4599,Raising Helen,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2004-05-27,5.9,13.298205,119
22832,Ninja Assassin,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2009-09-29,6.2,19.085403,99
10390,For Love of the Game,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1999-09-17,6.3,9.622345,137
9879,Striptease,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",1996-06-28,4.4,11.106006,115
38579,Marmaduke,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",2010-06-04,5,12.25622,87
44603,Hereafter,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",2010-10-15,5.8,13.365715,129
11892,Murder by Numbers,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2002-04-19,6,16.167093,120
9691,Assassins,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",1995-10-06,6,23.073933,132
1248,Hannibal Rising,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2007-02-06,6,6.567065,121
12220,The Story of Us,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1999-10-13,5.9,6.22577,95
72710,The Host,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2013-03-22,6,42.933027,125
10782,Basic,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2003-04-18,6.2,19.226763,98
9573,Blood Work,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2002-08-04,6.1,10.089065,110
4959,The International,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2009-02-03,6,13.391833,118
10061,Escape from L.A.,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1996-08-09,5.6,21.637234,97
10386,The Iron Giant,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",1999-08-06,7.6,61.245957,86
421,The Life Aquatic with Steve Zissou,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2004-12-10,7.1,25.237969,119
316152,Free State of Jones,"[{""id"": 10752, ""name"": ""War""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",2016-06-24,6.6,21.589393,139
11615,The Life of David Gale,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2003-02-21,7.3,22.442241,130
13498,Man of the House,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}]",2005-02-25,5.4,6.004422,100
241554,Run All Night,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2015-03-11,6.3,74.64653,114
2252,Eastern Promises,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",2007-09-14,7.2,35.481169,100
11968,Into the Blue,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",2005-09-30,5.8,14.723467,110
10047,The Messenger: The Story of Joan of Arc,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",1999-10-18,6.2,21.084542,148
38319,Your Highness,"[{""id"": 35, ""name"": ""Comedy""}]",2011-04-08,5.2,21.408222,102
69668,Dream House,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",2011-09-30,5.8,19.267479,84
9770,Mad City,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1997-11-07,5.9,3.314004,114
11212,Baby's Day Out,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1994-07-01,5.8,21.312186,99
10533,The Scarlet Letter,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",1995-10-13,5.5,7.44268,135
38363,Fair Game,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2010-05-20,6.5,12.54949,108
9923,Domino,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",2005-09-22,6,18.394571,127
11863,Jade,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",1995-10-13,5.2,8.189406,95
18501,Gamer,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",2009-09-03,5.6,27.631262,95
109491,Beautiful Creatures,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2013-02-13,5.6,40.721373,124
9275,Death to Smoochy,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2002-03-28,5.9,11.329727,109
329833,Zoolander 2,"[{""id"": 35, ""name"": ""Comedy""}]",2016-02-06,4.7,37.253774,100
12634,The Big Bounce,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2004-01-30,5,6.397388,88
10416,What Planet Are You From?,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",2000-03-03,5.4,2.275331,105
47327,Drive Angry,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",2011-02-24,5.3,30.387148,105
15268,Street Fighter: The Legend of Chun-Li,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2009-02-27,3.9,8.139676,97
10796,The One,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2001-11-02,5.7,21.746245,87
9548,The Adventures of Ford Fairlane,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",1990-07-11,6.2,2.808428,104
18947,The Boat That Rocked,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2009-04-01,7.2,31.02233,116
1900,Traffic,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",2000-12-27,6.9,25.170217,147
89,Indiana Jones and the Last Crusade,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",1989-05-24,7.6,80.972475,127
96724,Anna Karenina,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2012-09-06,6.5,26.38704,130
198184,Chappie,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2015-03-04,6.6,116.700319,120
9481,The Bone Collector,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",1999-11-04,6.5,33.884459,118
4547,Panic Room,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2002-03-29,6.5,53.043124,111
53953,The Tooth Fairy,"[{""id"": 27, ""name"": ""Horror""}]",2006-08-08,4.3,0.716764,0
6415,Three Kings,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",1999-09-27,6.6,34.973086,114
181283,Child 44,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2015-03-15,6.1,40.371098,137
9896,Rat Race,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",2001-07-30,6,18.60049,112
167,K-PAX,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",2001-10-22,7.1,30.920075,120
11232,Kate & Leopold,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",2001-12-25,6,11.940711,118
1636,Bedazzled,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2000-10-19,5.6,19.348007,93
2148,The Cotton Club,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",1984-12-14,6.6,8.59075,127
5176,3:10 to Yuma,"[{""id"": 37, ""name"": ""Western""}]",2007-09-06,6.9,48.801089,122
260346,Taken 3,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",2014-12-16,6.1,88.844777,109
1389,Out of Sight,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",1998-06-26,6.5,16.000178,123
9894,The Cable Guy,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1996-06-10,5.7,19.525659,96
7504,Earth,"[{""id"": 18, ""name"": ""Drama""}]",1998-09-16,6.6,1.246883,101
8592,Dick Tracy,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",1990-06-15,5.9,7.859226,103
913,The Thomas Crown Affair,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",1999-08-06,6.6,18.102572,113
11091,Riding in Cars with Boys,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2001-10-19,6.5,7.226115,132
1368,First Blood,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",1982-10-22,7.2,63.071046,93
593,Solaris,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}]",1972-03-20,7.7,24.132271,167
5393,Happily N'Ever After,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",2006-09-14,4.6,10.410933,75
9095,Mary Reilly,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",1996-02-23,5.7,6.067212,104
8874,My Best Friend's Wedding,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1997-06-19,6.3,15.401855,105
11467,America's Sweethearts,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2001-07-17,5.5,10.698929,102
320,Insomnia,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2002-05-24,6.8,41.322708,118
199,Star Trek: First Contact,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",1996-11-21,7,25.6713,111
20533,Jonah Hex,"[{""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}]",2010-06-18,4.4,22.581313,80
10684,Courage Under Fire,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10752, ""name"": ""War""}]",1996-07-04,6.2,12.971122,117
1624,Liar Liar,"[{""id"": 35, ""name"": ""Comedy""}]",1997-03-21,6.4,26.721386,86
325789,The Infiltrator,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2016-07-13,6.6,24.672234,127
113464,Inchon,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",1981-05-04,6.5,0.146783,140
888,The Flintstones,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1994-05-26,5,28.964162,91
82675,Taken 2,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2012-09-27,6.1,49.353524,91
4256,Scary Movie 3,"[{""id"": 35, ""name"": ""Comedy""}]",2003-10-24,5.8,36.585509,84
1493,Miss Congeniality,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}]",2000-12-14,6.1,32.624355,111
