movie_id,title,genres,release_year,rating,popularity,runtime
12160,"Wyatt Earp",",Drama, ,Action, ,Western",1994-06-24,6.5,13.859307,191
9331,"Clear and Present Danger",",Action, ,Drama, ,Thriller",1994-08-03,6.4,18.832471,141
300168,"Dragon Blade",",Action, ,Drama, ,Adventure",2015-02-19,5.9,9.568884,127
9072,"Little Man",",Comedy, ,Crime",2006-08-31,5.3,12.421504,98
3536,U-571,",Action, ,Drama, ,Thriller, ,War",2000-04-20,6.1,18.096884,116
9087,"The American President",",Comedy, ,Drama, ,Romance",1995-11-17,6.5,11.056763,106
12177,"The Love Guru",",Comedy, ,Romance",2008-06-20,4.3,13.218008,87
12138,"3000 Miles to Graceland",",Action, ,Adventure, ,Comedy, ,Thriller, ,Crime",2001-02-23,5.8,11.262655,125
273248,"The Hateful Eight",",Crime, ,Drama, ,Mystery, ,Western",2015-12-25,7.6,68.717016,167
9955,"Blades of Glory",",Action, ,Comedy, ,Drama",2007-03-30,5.9,19.412028,93
50359,Hop,",Animation, ,Comedy, ,Family",2011-03-30,5.5,16.791058,95
1271,300,",Action, ,Adventure, ,War",2006-12-09,7,65.197968,117
693,"Meet the Fockers",",Comedy, ,Romance",2004-12-22,6.1,32.829538,115
14306,"Marley & Me",",Comedy, ,Family",2008-12-25,6.9,30.951203,115
497,"The Green Mile",",Fantasy, ,Drama, ,Crime",1999-12-10,8.2,103.698022,189
11199,"Wild Hogs",",Action, ,Adventure, ,Comedy",2007-03-02,5.6,31.719463,100
9982,"Chicken Little",",Animation, ,Family, ,Comedy",2005-11-04,5.6,47.973995,81
210577,"Gone Girl",",Mystery, ,Thriller, ,Drama",2014-10-01,7.9,143.041543,145
2501,"The Bourne Identity",",Action, ,Drama, ,Mystery, ,Thriller",2002-06-14,7.3,86.476817,119
710,GoldenEye,",Adventure, ,Action, ,Thriller",1995-11-16,6.6,59.824565,130
2275,"The General's Daughter",",Crime, ,Drama, ,Mystery, ,Thriller",1999-06-18,6.1,18.345613,116
37165,"The Truman Show",",Comedy, ,Drama",1998-06-04,7.8,56.488027,103
9837,"The Prince of Egypt",",Adventure, ,Animation, ,Drama, ,Family, ,Music",1998-12-15,6.8,29.464852,99
10708,"Daddy Day Care",",Comedy, ,Family",2003-05-03,5.6,18.106021,92
136400,"2 Guns",",Action, ,Comedy, ,Crime",2013-08-02,6.6,42.881415,109
10992,"Cats & Dogs",",Comedy, ,Family",2001-07-04,5,18.735024,87
9654,"The Italian Job",",Action, ,Crime",2003-05-30,6.6,62.766854,110
2642,"Two Weeks Notice",",Romance, ,Comedy",2002-12-19,5.9,24.153567,101
8916,Antz,",Adventure, ,Animation, ,Comedy, ,Family",1998-10-02,6,41.515702,83
19899,"Couples Retreat",",Comedy, ,Romance",2009-09-19,5.3,26.676487,113
2119,"Days of Thunder",",Adventure",1990-06-27,5.9,16.278022,107
9641,"Cheaper by the Dozen 2",",Comedy",2005-12-21,5.7,18.831023,94
294254,"Maze Runner: The Scorch Trials",",Action",2015-09-09,6.4,113.161483,132
38167,"Eat Pray Love",",Drama",2010-08-12,5.8,28.800112,133
5994,"The Family Man",",Comedy, ,Drama, ,Romance, ,Fantasy",2000-12-12,6.5,19.705489,125
39514,RED,",Action, ,Adventure, ,Comedy, ,Crime, ,Thriller",2010-10-13,6.6,41.430245,111
9563,"Any Given Sunday",",Drama",1999-12-16,6.8,23.127561,163
547,"The Horse Whisperer",",Drama, ,Romance",1998-05-14,6.7,12.867352,170
1538,Collateral,",Drama, ,Crime, ,Thriller",2004-08-04,7,44.815022,120
9334,"The Scorpion King",",Action, ,Fantasy, ,Adventure",2002-04-16,5.3,37.537093,92
11128,"Ladder 49",",Drama, ,Action, ,Thriller",2004-10-01,6.2,10.99991,115
75780,"Jack Reacher",",Crime, ,Drama, ,Thriller",2012-12-20,6.3,56.868399,130
8914,"Deep Blue Sea",",Action, ,Science Fiction, ,Thriller",1999-07-28,5.6,22.991269,105
13576,"This Is It",",Music, ,Documentary",2009-10-28,6.7,15.798622,111
39538,Contagion,",Drama, ,Thriller, ,Science Fiction",2011-09-08,6.2,38.820858,106
10628,"Kangaroo Jack",",Comedy, ,Adventure, ,Crime",2003-01-17,4.3,10.292864,89
14836,Coraline,",Animation, ,Family",2009-02-05,7.3,51.146047,100
8645,"The Happening",",Thriller, ,Science Fiction",2008-06-11,4.9,20.501582,91
9509,"Man on Fire",",Action, ,Drama, ,Thriller, ,Crime",2004-04-23,7.3,45.299089,146
10067,"The Shaggy Dog",",Comedy, ,Family",2006-03-09,4.5,4.280619,98
9384,"Starsky & Hutch",",Comedy, ,Crime",2004-03-05,5.6,28.848842,101
9279,"Jingle All the Way",",Family, ,Comedy",1996-11-15,5.5,22.501041,89
1487,Hellboy,",Fantasy, ,Action, ,Science Fiction",2004-04-02,6.5,47.479755,122
9422,"A Civil Action",",Drama",1998-03-05,6.1,10.147321,115
77174,ParaNorman,",Family, ,Animation, ,Adventure, ,Comedy",2012-08-03,6.7,39.539045,90
4824,"The Jackal",",Action, ,Thriller, ,Adventure, ,Crime",1997-11-14,6.1,19.747459,124
9620,Paycheck,",Action, ,Adventure, ,Mystery, ,Science Fiction, ,Thriller",2003-12-25,5.9,29.018826,119
9302,"Up Close & Personal",",Drama, ,Romance",1996-03-01,5.9,4.801849,119
10199,"The Tale of Despereaux",",Adventure, ,Animation, ,Family",2008-12-19,5.8,16.493576,93
10771,"The Tuxedo",",Thriller, ,Action, ,Comedy, ,Science Fiction",2002-09-27,5.3,21.549232,98
3512,"Under Siege 2: Dark Territory",",Action, ,Thriller",1995-07-13,5.6,13.080725,100
137094,"Jack Ryan: Shadow Recruit",",Action, ,Drama, ,Thriller",2014-01-15,5.9,42.538258,105
274479,Joy,",Drama, ,Comedy",2015-12-24,6.4,29.876507,124
267860,"London Has Fallen",",Action, ,Crime, ,Thriller",2016-03-02,5.8,61.849521,99
8078,"Alien: Resurrection",",Science Fiction, ,Horror, ,Action",1997-11-12,5.9,37.44963,109
7485,Shooter,",Action, ,Drama, ,Mystery, ,Thriller, ,Crime",2007-03-22,6.9,37.378081,124
170687,"The Boxtrolls",",Animation, ,Comedy, ,Family, ,Fantasy",2014-09-10,6.6,30.656345,97
6435,"Practical Magic",",Drama, ,Fantasy, ,Comedy",1998-10-16,6.3,15.142701,104
137106,"The Lego Movie",",Adventure, ,Animation, ,Comedy, ,Family, ,Fantasy",2014-02-06,7.5,59.547928,100
10040,"Miss Congeniality 2: Armed and Fabulous",",Action, ,Comedy",2005-03-11,5.3,19.998581,115
6278,"Reign of Fire",",Adventure, ,Action, ,Fantasy",2002-07-12,6,27.615108,101
82682,"Gangster Squad",",Crime, ,Drama, ,Action, ,Thriller",2013-01-10,6.2,29.041198,113
17610,"Year One",",Comedy, ,Adventure",2009-06-18,4.6,25.293538,97
22954,Invictus,",Drama, ,History",2009-12-10,7,23.85119,134
16995,"State of Play",",Action",2009-04-17,6.7,21.685719,127
16558,Duplicity,",Romance, ,Comedy, ,Crime",2009-03-19,5.7,13.630049,125
9849,"My Favorite Martian",",Comedy, ,Drama, ,Family, ,Science Fiction",1999-02-11,5.1,6.80692,94
5820,"The Sentinel",",Action, ,Thriller, ,Crime",2006-04-19,5.8,15.352807,108
16866,"Planet 51",",Science Fiction, ,Animation, ,Family, ,Comedy, ,Adventure",2009-11-19,5.6,23.661071,91
201,"Star Trek: Nemesis",",Science Fiction, ,Action, ,Adventure, ,Thriller",2002-12-13,6.1,21.605533,117
11775,"Intolerable Cruelty",",Crime, ,Comedy, ,Romance",2003-09-02,5.8,22.620125,100
87825,"Trouble with the Curve",",Drama, ,Romance",2012-09-21,6.6,18.587114,111
12201,"Edge of Darkness",",Crime, ,Drama, ,Mystery, ,Thriller",2010-01-29,6.2,24.657931,117
11015,"The Relic",",Horror, ,Mystery, ,Thriller",1997-01-10,5.8,12.621769,110
9932,"Analyze That",",Comedy, ,Crime",2002-12-06,5.7,21.08952,96
13389,"Righteous Kill",",Action, ,Crime, ,Drama, ,Thriller",2008-09-11,5.9,18.380176,101
8838,"Mercury Rising",",Action, ,Crime, ,Drama, ,Thriller",1998-04-03,6,18.877795,111
17332,"The Soloist",",Drama",2009-04-24,6.6,17.299333,109
4958,"The Legend of Bagger Vance",",Fantasy, ,Drama",2000-11-02,6.3,16.848899,126
786,"Almost Famous",",Drama, ,Music",2000-09-15,7.4,21.547446,122
9513,"Garfield: A Tail of Two Kitties",",Animation, ,Comedy, ,Family",2006-06-15,5.1,16.930969,78
11679,"xXx: State of the Union",",Action, ,Adventure, ,Crime, ,Drama, ,Mystery, ,Thriller",2005-04-27,4.7,36.689223,101
38321,Priest,",Action, ,Science Fiction, ,Fantasy, ,Thriller, ,Horror",2011-05-05,5.4,28.350927,87
14411,"Sinbad: Legend of the Seven Seas",",Family, ,Animation, ,Adventure",2003-07-02,6.6,18.815442,86
8413,"Event Horizon",",Horror, ,Science Fiction, ,Mystery",1997-08-15,6.5,29.787135,96
10052,Dragonfly,",Drama",2002-02-22,6.1,8.927137,104
9676,"The Black Dahlia",",Drama",2006-09-15,5.7,15.213484,121
9664,Flyboys,",Action, ,Adventure, ,Drama, ,History, ,Romance, ,War",2006-09-22,6.3,13.155999,140
2100,"The Last Castle",",Action, ,Drama, ,Thriller",2001-10-19,7,15.433244,131
10384,Supernova,",Horror, ,Science Fiction, ,Thriller",2000-01-14,4.9,5.762037,91
137321,"Winter's Tale",",Drama, ,Fantasy, ,Mystery, ,Romance",2014-02-13,6,22.736038,118
123553,"The Mortal Instruments: City of Bones",",Action, ,Adventure, ,Drama, ,Mystery, ,Romance, ,Fantasy",2013-08-21,6.2,45.514031,130
11260,"Meet Dave",",Comedy, ,Science Fiction, ,Adventure, ,Family",2008-07-08,5,18.676291,90
9009,"Dark Water",",Drama, ,Horror, ,Thriller",2005-06-27,5.3,14.376463,105
11374,Edtv,",Comedy",1999-03-26,5.7,14.298297,122
2309,Inkheart,",Adventure, ,Family, ,Fantasy",2008-12-11,6,27.018886,106
8285,"The Spirit",",Action, ,Comedy, ,Thriller, ,Crime, ,Science Fiction",2008-12-25,4.7,14.84856,103
210860,Mortdecai,",Comedy, ,Adventure",2015-01-21,5.4,52.417529,106
2312,"In the Name of the King: A Dungeon Siege Tale",",Adventure, ,Fantasy, ,Action, ,Drama",2007-11-29,4.1,15.406173,127
9839,"Beyond Borders",",Drama, ,Romance, ,Adventure, ,War",2003-10-23,6.7,6.523472,127
381902,"The Monkey King 2",",Action, ,Adventure, ,Fantasy",2016-01-22,6,4.72629,120
13922,"The Great Raid",",Action, ,History, ,War",2005-08-12,6.8,8.923215,132
293660,Deadpool,",Action, ,Adventure, ,Comedy",2016-02-09,7.4,514.569956,108
9713,"Holy Man",",Drama, ,Comedy",1998-10-08,4.9,9.265672,114
190859,"American Sniper",",War, ,Action",2014-12-11,7.4,87.53437,133
257445,Goosebumps,",Adventure, ,Horror, ,Comedy",2015-08-05,6.2,45.351617,103
9007,"Just Like Heaven",",Comedy, ,Fantasy, ,Romance",2005-09-16,6.5,13.43573,95
889,"The Flintstones in Viva Rock Vegas",",Science Fiction, ,Comedy, ,Family, ,Romance",2000-04-28,4.4,6.248309,90
1370,"Rambo III",",Action, ,Adventure, ,Thriller, ,War",1988-05-24,5.7,31.294717,102
4942,Leatherheads,",Comedy, ,Romance, ,Drama",2008-03-24,5.7,7.739276,114
347969,"The Ridiculous 6",",Comedy, ,Western",2015-12-11,4.9,19.694695,119
24438,"Did You Hear About the Morgans?",",Comedy",2009-12-17,5.1,14.403696,103
116741,"The Internship",",Comedy",2013-06-07,6.1,1.551497,119
35791,"Resident Evil: Afterlife",",Action, ,Adventure, ,Horror, ,Science Fiction",2010-09-09,5.8,2.143764,97
72431,"Red Tails",",Drama, ,Action, ,Adventure, ,History, ,War",2012-01-19,5.9,12.29603,125
1813,"The Devil's Advocate",",Drama, ,Horror, ,Mystery, ,Thriller",1997-10-17,7.2,33.8473,144
87428,"That's My Boy",",Comedy",2012-06-14,5.5,21.723897,116
8840,DragonHeart,",Fantasy",1996-05-31,6.4,31.791979,103
10589,"After the Sunset",",Action, ,Comedy, ,Crime, ,Drama",2004-11-12,6,14.113066,97
71676,"Ghost Rider: Spirit of Vengeance",",Action, ,Fantasy, ,Thriller",2011-12-10,4.7,48.622278,95
1722,"Captain Corelli's Mandolin",",Drama, ,History, ,Romance",2001-08-17,5.5,9.061866,131
10022,"The Pacifier",",Action, ,Comedy, ,Drama, ,Family, ,Thriller",2005-03-04,5.8,35.4763,95
11358,"Walking Tall",",Adventure, ,Drama, ,Action, ,Thriller",2004-04-02,6,23.438398,86
13,"Forrest Gump",",Comedy, ,Drama, ,Romance",1994-07-06,8.2,138.133331,142
6477,"Alvin and the Chipmunks",",Comedy, ,Music, ,Family, ,Fantasy, ,Animation",2007-12-13,5.5,47.336034,92
1597,"Meet the Parents",",Comedy, ,Romance",2000-10-06,6.6,29.97224,108
10530,Pocahontas,",Adventure, ,Animation, ,Drama, ,Family",1995-06-14,6.7,47.845589,81
1924,Superman,",Action, ,Adventure, ,Fantasy, ,Science Fiction",1978-12-13,6.9,48.507081,143
9327,"The Nutty Professor",",Fantasy, ,Comedy, ,Romance, ,Science Fiction",1996-06-26,5.4,20.28119,95
8488,Hitch,",Comedy, ,Drama, ,Romance",2005-02-10,6.4,34.576913,118
10603,"George of the Jungle",",Adventure, ,Comedy, ,Family, ,Romance",1997-07-15,5.4,22.573237,92
8273,"American Wedding",",Comedy, ,Romance",2003-08-01,6,36.194802,103
109424,"Captain Phillips",",Action, ,Drama, ,Thriller",2013-10-10,7.6,52.786917,134
35056,"Date Night",",Comedy",2010-04-08,5.9,38.06168,97
8839,Casper,",Fantasy, ,Comedy, ,Family",1995-05-26,6,19.830132,100
156022,"The Equalizer",",Thriller, ,Action, ,Crime",2014-09-24,7.1,79.922059,132
7303,"Maid in Manhattan",",Comedy, ,Drama, ,Romance",2002-12-13,5.6,19.738215,105
8963,"Crimson Tide",",Action, ,Thriller, ,Drama",1995-05-12,7,20.334629,116
1402,"The Pursuit of Happyness",",Drama",2006-12-14,7.7,80.581367,117
9315,Flightplan,",Thriller, ,Drama, ,Mystery",2005-09-22,6.1,32.05145,98
8984,Disclosure,",Drama, ,Thriller, ,Crime, ,Mystery, ,Romance",1994-12-09,5.9,15.064058,123
795,"City of Angels",",Drama, ,Fantasy, ,Romance",1998-04-10,6.4,21.272734,114
24,"Kill Bill: Vol. 1",",Action, ,Crime",2003-10-10,7.7,79.754966,111
11353,Bowfinger,",Comedy",1999-08-12,6,13.191829,97
393,"Kill Bill: Vol. 2",",Action, ,Crime, ,Thriller",2004-04-16,7.6,50.622607,136
9618,"Tango & Cash",",Action, ,Adventure, ,Comedy",1989-12-22,6.1,22.787667,104
9374,"Death Becomes Her",",Fantasy, ,Comedy",1992-07-30,6.3,29.498304,104
8584,"Shanghai Noon",",Adventure, ,Action, ,Comedy, ,Western",2000-05-26,6.2,25.400935,110
2320,"Executive Decision",",Action, ,Adventure, ,Drama, ,Thriller",1996-03-15,5.8,17.231675,133
58224,"Mr. Popper's Penguins",",Comedy, ,Family",2011-06-17,5.7,32.835777,94
1729,"The Forbidden Kingdom",",Action, ,Adventure, ,Fantasy",2008-04-18,6.3,17.097041,104
175574,"Free Birds",",Animation, ,Comedy, ,Family",2013-10-30,5.7,14.414937,91
8077,Alien³,",Science Fiction, ,Action, ,Horror",1992-05-22,6.2,45.856409,114
8818,Evita,",History, ,Drama, ,Music",1996-12-14,5.9,7.027139,134
8195,Ronin,",Action, ,Thriller, ,Crime, ,Adventure",1998-09-25,6.7,32.657488,122
10586,"The Ghost and the Darkness",",Adventure",1996-10-11,6.4,12.46525,109
116149,Paddington,",Family, ,Comedy",2014-11-27,7,39.882276,95
80035,"The Watch",",Comedy",2012-07-26,5.3,39.395881,98
10632,"The Hunted",",Drama, ,Action, ,Thriller, ,Crime",2003-03-11,6,8.634954,94
12117,Instinct,",Drama, ,Mystery, ,Thriller",1999-06-04,6.2,7.386394,126
1792,"Stuck on You",",Comedy",2003-12-10,5.1,8.802525,118
13260,Semi-Pro,",Comedy",2008-02-28,5.4,10.449975,91
72197,"The Pirates! In an Adventure with Scientists!",",Animation, ,Adventure, ,Family, ,Comedy",2012-03-12,6.4,23.700759,88
3580,Changeling,",Crime, ,Drama, ,Mystery",2008-01-30,7.3,27.50916,141
12123,"Chain Reaction",",Action, ,Drama, ,Science Fiction, ,Thriller",1996-08-02,5.3,20.58862,107
9566,"The Fan",",Drama, ,Mystery, ,Thriller",1996-08-15,5.7,4.366488,116
9833,"The Phantom of the Opera",",Thriller, ,Drama, ,Romance",2004-12-08,7,18.927463,143
4517,"Elizabeth: The Golden Age",",Drama, ,History, ,Romance",2007-09-09,6.6,15.274137,114
8202,"Æon Flux",",Action, ,Science Fiction",2005-11-30,5.4,29.954302,93
16072,"Gods and Generals",",Drama, ,History, ,War",2003-02-21,6.1,4.362535,214
34314,Turbulence,",Action, ,Thriller, ,Crime",1997-01-09,5.2,4.700024,100
19724,"Imagine That",",Comedy",2009-06-19,5.7,12.340384,107
145220,"Muppets Most Wanted",",Comedy, ,Adventure, ,Crime, ,Family",2014-03-20,6.2,14.808304,112
14623,Thunderbirds,",Action, ,Adventure, ,Comedy, ,Family, ,Fantasy, ,Science Fiction",2004-07-23,4.2,9.27875,95
42297,Burlesque,",Drama, ,Romance",2010-11-23,6.9,22.863516,119
2841,"A Very Long Engagement",",Drama",2004-10-26,7.1,23.05451,133
802,Lolita,",Drama, ,Romance",1962-06-13,7.3,23.962109,153
10375,D-Tox,",Action, ,Thriller",2002-01-04,5.3,12.669778,96
36586,"Blade II",",Fantasy, ,Horror, ,Action, ,Thriller",2002-03-22,6.2,67.169587,117
11321,"Seven Pounds",",Drama",2008-12-18,7.5,41.472404,123
70074,"Bullet to the Head",",Action, ,Crime, ,Thriller",2013-01-31,5.2,22.503935,92
242,"The Godfather: Part III",",Crime, ,Drama, ,Thriller",1990-12-24,7.1,59.194915,162
9621,Elizabethtown,",Comedy, ,Drama, ,Romance",2005-10-06,6.1,22.894898,123
1819,"You, Me and Dupree",",Comedy, ,Romance",2006-07-14,5.4,18.600367,108
8536,"Superman II",",Action, ,Adventure, ,Fantasy, ,Science Fiction",1980-12-04,6.5,30.515175,127
8046,Gigli,",Drama",2003-08-01,3.5,9.053456,121
1717,"All the King's Men",",Drama, ,Thriller",2006-09-10,5.7,7.768223,125
479,Shaft,",Action, ,Adventure, ,Crime, ,Thriller",2000-06-15,5.5,19.643365,99
9444,Anastasia,",Animation, ,Family",1997-11-20,7.4,45.565918,94
824,"Moulin Rouge!",",Drama, ,Music, ,Romance",2001-03-09,7.4,57.374341,127
11456,"Domestic Disturbance",",Mystery, ,Thriller, ,Crime",2001-10-30,5.4,8.41856,89
261023,"Black Mass",",Crime, ,Drama",2015-09-04,6.3,46.049902,122
3683,"Flags of Our Fathers",",War, ,Drama, ,History",2006-10-18,6.7,23.9366,132
22803,"Law Abiding Citizen",",Drama, ,Crime, ,Thriller",2009-10-15,7.2,49.593978,109
285923,Grindhouse,",Thriller, ,Action, ,Horror",2007-04-06,6.8,16.637642,191
39437,Beloved,",Drama, ,Thriller",1998-10-16,5.9,1.453765,172
1950,"Lucky You",",Drama, ,Romance",2007-05-01,5.4,6.162872,124
640,"Catch Me If You Can",",Drama, ,Crime",2002-12-25,7.7,73.944049,141
97630,"Zero Dark Thirty",",Thriller, ,Drama, ,History",2012-12-19,6.7,38.306954,157
9767,"The Break-Up",",Romance, ,Comedy",2006-06-01,5.6,26.251217,106
11631,"Mamma Mia!",",Comedy, ,Romance",2008-07-03,6.4,30.780599,108
32856,"Valentine's Day",",Comedy, ,Romance",2010-02-10,5.7,25.41929,125
6519,"The Dukes of Hazzard",",Action, ,Adventure, ,Comedy",2005-08-05,5.1,15.98212,104
8741,"The Thin Red Line",",Drama, ,History, ,War",1998-12-25,7.2,40.072583,170
49520,"The Change-Up",",Comedy",2011-08-05,5.9,32.015477,112
1850,"Man on the Moon",",Comedy, ,Drama, ,Romance",1999-12-22,6.9,24.444186,118
524,Casino,",Drama, ,Crime",1995-11-22,7.8,40.06688,178
26389,"From Paris with Love",",Action, ,Crime, ,Thriller",2010-02-05,6.1,27.916284,92
11817,"Bulletproof Monk",",Action, ,Comedy, ,Fantasy",2003-03-28,5.1,15.20707,104
2123,"Me, Myself & Irene",",Comedy",2000-06-22,6.1,39.001682,116
9907,Barnyard,",Animation, ,Comedy, ,Family",2006-08-04,5.3,10.430832,90
9969,"Deck the Halls",",Comedy, ,Family",2006-11-22,5.1,5.952527,93
18239,"The Twilight Saga: New Moon",",Adventure, ,Fantasy, ,Drama, ,Romance",2009-03-15,5.6,94.815867,130
808,Shrek,",Adventure, ,Animation, ,Comedy, ,Family, ,Fantasy",2001-05-16,7.3,67.298732,90
38050,"The Adjustment Bureau",",Science Fiction, ,Thriller, ,Romance",2011-03-03,6.5,26.60772,106
8367,"Robin Hood: Prince of Thieves",",Adventure",1991-06-14,6.6,28.803729,143
9390,"Jerry Maguire",",Comedy, ,Drama, ,Romance",1996-12-06,6.7,27.039636,139
72105,Ted,",Comedy, ,Fantasy",2012-06-29,6.3,68.87691,106
2898,"As Good as It Gets",",Comedy, ,Romance",1997-12-19,7.2,37.885022,139
10312,"Patch Adams",",Comedy, ,Drama",1998-12-25,7,35.537397,115
109443,"Anchorman 2: The Legend Continues",",Comedy",2013-12-18,6,38.125008,119
2022,"Mr. Deeds",",Comedy, ,Romance",2002-06-28,5.6,18.121404,96
37686,"Super 8",",Thriller, ,Science Fiction, ,Mystery",2011-06-08,6.6,37.069253,112
462,"Erin Brockovich",",Drama",2000-03-17,7.1,30.347332,131
9919,"How to Lose a Guy in 10 Days",",Comedy, ,Romance",2003-02-07,6.3,23.854701,116
187017,"22 Jump Street",",Crime, ,Comedy, ,Action",2014-06-05,7,52.380982,112
628,"Interview with the Vampire",",Horror, ,Romance",1994-11-11,7.2,50.163785,123
10201,"Yes Man",",Comedy",2008-12-09,6.4,43.849351,104
302699,"Central Intelligence",",Action, ,Comedy",2016-06-15,6.2,45.318703,107
9441,Stepmom,",Drama, ,Romance",1998-12-25,6.9,16.368283,124
274167,"Daddy's Home",",Comedy",2015-12-25,5.8,38.616744,96
224141,"Into the Woods",",Fantasy, ,Comedy, ,Music",2014-12-25,5.6,65.90161,125
388,"Inside Man",",Crime, ,Drama, ,Thriller",2006-03-23,7.3,45.220386,129
2112,Payback,",Drama, ,Action, ,Thriller, ,Crime",1999-02-05,6.7,17.457947,100
10329,Congo,",Action, ,Adventure, ,Drama, ,Mystery, ,Science Fiction, ,Thriller",1995-06-09,5,10.755847,109
74465,"We Bought a Zoo",",Drama, ,Comedy, ,Family",2011-12-22,6.5,38.629763,124
13811,Knowing,",Action, ,Adventure, ,Drama, ,Mystery, ,Science Fiction, ,Thriller",2009-03-19,5.9,32.693093,121
6877,"Failure to Launch",",Comedy",2006-03-10,5.5,18.806031,97
10320,"The Ring Two",",Drama, ,Horror, ,Thriller",2005-03-17,5.4,32.233713,110
50646,"Crazy, Stupid, Love.",",Comedy, ,Drama, ,Romance",2011-07-29,7,37.990705,118
8920,Garfield,",Animation, ,Comedy, ,Family",2004-06-10,5.2,17.667826,80
13673,"Christmas with the Kranks",",Comedy, ,Family",2004-11-24,5.2,9.225166,99
60308,Moneyball,",Drama",2011-09-22,7,46.180421,133
6950,Outbreak,",Action, ,Drama, ,Science Fiction, ,Thriller",1995-03-10,6.3,30.397496,127
225574,Non-Stop,",Action, ,Thriller, ,Mystery",2014-01-26,6.8,83.295796,106
13836,"Race to Witch Mountain",",Adventure, ,Family, ,Fantasy, ,Science Fiction, ,Thriller, ,Action",2009-03-12,5.5,23.935053,98
752,"V for Vendetta",",Action, ,Thriller, ,Fantasy",2006-03-15,7.7,84.630969,132
6038,"Shanghai Knights",",Action, ,Adventure, ,Comedy, ,Western",2003-02-06,6,16.251204,115
9975,"Curious George",",Adventure, ,Animation, ,Comedy, ,Family",2006-02-10,6.2,9.894346,86
11451,"Herbie Fully Loaded",",Comedy, ,Family, ,Adventure, ,Fantasy, ,Romance",2005-06-22,5.1,12.050755,101
12103,"Don't Say a Word",",Thriller",2001-09-28,6,11.596207,113
60304,"Hansel & Gretel: Witch Hunters",",Fantasy, ,Horror, ,Action",2013-01-17,5.7,53.02787,88
2251,Unfaithful,",Thriller, ,Drama",2002-05-10,6.3,14.382253,124
46529,"I Am Number Four",",Action, ,Thriller, ,Science Fiction, ,Adventure",2011-02-18,5.9,43.450266,109
231,Syriana,",Drama, ,Thriller",2005-11-23,6.3,16.871194,128
300671,"13 Hours: The Secret Soldiers of Benghazi",",Action, ,Drama, ,History, ,Thriller, ,War",2016-01-13,7,42.526529,144
228326,"The Book of Life",",Romance, ,Animation, ,Adventure, ,Comedy, ,Family, ,Fantasy",2014-10-01,7.3,34.890999,95
9754,Firewall,",Thriller",2006-02-10,5.6,18.186026,105
66,"Absolute Power",",Crime, ,Drama, ,Thriller",1997-02-14,6.4,13.576765,121
4421,"G.I. Jane",",Action, ,Drama",1997-08-22,6,19.434672,125
2649,"The Game",",Drama, ,Thriller, ,Mystery",1997-09-12,7.5,62.925175,129
588,"Silent Hill",",Horror, ,Mystery",2006-04-21,6.3,32.927994,125
10393,"The Replacements",",Comedy",2000-08-07,6.1,14.837288,118
71552,"American Reunion",",Comedy",2012-04-04,6.1,39.920035,113
9631,"The Negotiator",",Action, ,Adventure, ,Crime, ,Drama, ,Mystery, ,Thriller",1998-07-29,6.8,28.725621,140
216282,"Into the Storm",",Action, ,Thriller",2014-08-06,5.8,20.566554,89
306,"Beverly Hills Cop III",",Action, ,Comedy, ,Crime",1994-05-24,5.5,20.333953,104
928,"Gremlins 2: The New Batch",",Comedy, ,Horror, ,Fantasy",1990-06-15,6.2,33.98637,106
205587,"The Judge",",Drama",2014-10-08,7.2,42.472324,141
6623,"The Peacemaker",",Action, ,Thriller",1997-09-26,5.8,15.931084,124
1577,"Resident Evil: Apocalypse",",Horror, ,Action, ,Science Fiction",2004-09-10,6.1,29.880122,94
9801,"Bridget Jones: The Edge of Reason",",Comedy, ,Romance",2004-11-10,6.1,28.803802,108
2116,"Out of Time",",Thriller, ,Crime, ,Drama",2003-10-03,6.1,14.993459,105
9624,"On Deadly Ground",",Action, ,Thriller",1994-02-18,4.5,9.114168,102
14199,"The Adventures of Sharkboy and Lavagirl",",Adventure, ,Family, ,Science Fiction",2005-06-10,4.4,12.31101,92
1907,"The Beach",",Drama, ,Adventure, ,Romance, ,Thriller",2000-02-11,6.3,41.362082,119
4599,"Raising Helen",",Drama, ,Comedy, ,Romance",2004-05-27,5.9,13.298205,119
22832,"Ninja Assassin",",Action, ,Crime, ,Thriller",2009-09-29,6.2,19.085403,99
10390,"For Love of the Game",",Drama, ,Romance",1999-09-17,6.3,9.622345,137
9879,Striptease,",Drama, ,Thriller, ,Crime",1996-06-28,4.4,11.106006,115
38579,Marmaduke,",Family, ,Comedy",2010-06-04,5,12.25622,87
44603,Hereafter,",Drama, ,Fantasy",2010-10-15,5.8,13.365715,129
11892,"Murder by Numbers",",Crime, ,Drama, ,Thriller",2002-04-19,6,16.167093,120
9691,Assassins,",Action, ,Adventure, ,Crime, ,Thriller",1995-10-06,6,23.073933,132
1248,"Hannibal Rising",",Crime, ,Drama, ,Thriller",2007-02-06,6,6.567065,121
12220,"The Story of Us",",Comedy, ,Drama, ,Romance",1999-10-13,5.9,6.22577,95
72710,"The Host",",Action, ,Adventure, ,Romance, ,Science Fiction, ,Thriller",2013-03-22,6,42.933027,125
10782,Basic,",Action, ,Drama, ,Mystery, ,Thriller, ,Crime",2003-04-18,6.2,19.226763,98
